web_scraper_order,web_scraper_start_url,nomor_sertifikat,tanggal_terbit,plg_id,nama_pemohon,nama_perangkat,merk,model,nama_pemasaran,negara
1782485218-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,122936/DJID/2026,15 Jun 2026,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,XiR P6600i,MOTOROLA XiR P6600i UHF 403-470MHz,Malaysia
1782485218-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,122867/DJID/2026,15 Jun 2026,16637,PT  MERODITH TECHNOLOGY INDONESIA,TWO WAY RADIO,MERODITH,MD-T20,MERODITH,China
1782485218-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,122716/DJID/2026,10 Jun 2026,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,XiR C2660,MOTOROLA XiR C2660 UHF 403-470MHz,Malaysia
1782485218-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,122152/DJID/2026,22 Mei 2026,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,XiR C2660,Motorola XiR C2660 VHF 136-174MHz,Malaysia
1782485218-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,122012/DJID/2026,19 Mei 2026,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,R5,MOTOROLA R5 UHF 400-470MHz,Malaysia
1782485218-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,120367/DJID/2026,07 Apr 2026,15454,PT  ERA KOMUNIKASI NUSANTARA,RADIO PORTABLE / TWO WAY RADIO,talkcom,TC-99S,TC-99S,China
1782485218-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,120296/DJID/2026,06 Apr 2026,16637,PT  MERODITH TECHNOLOGY INDONESIA,TWO WAY RADIO,MERODITH,MD-111,MERODITH,China
1782485218-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,120293/DJID/2026,06 Apr 2026,16637,PT  MERODITH TECHNOLOGY INDONESIA,TWO WAY RADIO,MERODITH,MD-333,MERODITH,China
1782485218-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,119981/DJID/2026,26 Mar 2026,16637,PT  MERODITH TECHNOLOGY INDONESIA,TWO WAY RADIO,MERODITH,MD-222,MERODITH,China
1782485218-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,119979/DJID/2026,26 Mar 2026,17612,PT  EASTECH MULTI PERSADA,Two way Radio,ALERVITES,BF-888S,ALERVITES,China
1782485218-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,115017/DJID/2025,14 Okt 2025,4083,PT  EKA LANCAR INTERNUSA,Two Way Radio,ICOM,IC-718,ICOM,Japan
1782485218-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,113643/DJID/2025,26 Agu 2025,1889,PT  CITRADATA PURNAKHARISMA,Mobile Radio / Two Way Radio,MOTOROLA,XiR M8668i,MOTOROLA XiR M8668i VHF 136-174MHz,Malaysia
1782485218-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,112445/DJID/2025,16 Jul 2025,2276,PT  GAJAH MANDALA JAYA,Repeater Two Way Radio,Tait,TB9460,Repeater Two Way Radio,New Zealand
1782485218-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,112206/DJID/2025,10 Jul 2025,7499,PT  BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,BF-A58,Baofeng,China
1782485218-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,112011/DJID/2025,04 Jul 2025,2276,PT  GAJAH MANDALA JAYA,Repeater Two Way Radio,Tait,TB9460,Repeater Two Way Radio,New Zealand
1782485218-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,111133/DJID/2025,11 Jun 2025,13972,PT  HARVE SOLUSI INDONESIA,Two Way Radio,HARVE,HV-88,HV-88,China
1782485218-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,111117/DJID/2025,10 Jun 2025,13972,PT  HARVE SOLUSI INDONESIA,Two Way Radio,HARVE,HV-V10,HV-V10,China
1782485218-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,110838/DJID/2025,02 Jun 2025,2276,PT  GAJAH MANDALA JAYA,Repeater Two Way Radio,Tait,TB9460,Repeater Two Way Radio,New Zealand
1782485218-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,110837/DJID/2025,02 Jun 2025,15454,PT  ERA KOMUNIKASI NUSANTARA,RADIO PORTABLE / TWO WAY RADIO,talkcom,TC - 988 PLUS,talkcom TC - 988 PLUS,China
1782485218-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,110729/DJID/2025,28 Mei 2025,4083,PT  EKA LANCAR INTERNUSA,Two Way Radio,ICOM,IC-V86,ICOM,Japan
1782485218-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,110315/DJID/2025,19 Mei 2025,15454,PT  ERA KOMUNIKASI NUSANTARA,RADIO PORTABLE/TWO WAY RADIO,talkcom,TC-698S,talkcom TC-698S,China
1782485218-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,109890/DJID/2025,06 Mei 2025,15394,PT  TEXAS RANGERS INDONESIA,Two Way Radio,SKY,SKY-99,SKY-99,China
1782485218-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,109624/DJID/2025,24 Apr 2025,13261,PT  BERLIN AUDIO TEKNOLOGI,Two Way Radio,BERLIN,BL-DP777EX,BERLIN BL-DP777EX,China
1782485218-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,109396/DJID/2025,17 Apr 2025,16762,PT  DONG JIANG INDONESIA,Two Way Radio,QUANSHENG,TG-K10AT,QS Two Way Radio,China
1782485218-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,109077/DJID/2025,28 Mar 2025,13972,PT  HARVE SOLUSI INDONESIA,Two Way Radio,HARVE,HV-888S,HV-888S,China
1782485218-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,108050/DJID/2025,27 Feb 2025,4083,PT  EKA LANCAR INTERNUSA,Two Way Radio,ICOM,IC-F5023H,ICOM,Japan
1782485218-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,107594/DJID/2025,10 Feb 2025,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,XiR P6600i,MOTOROLA XiR P6600i UHF 350-400MHz,Malaysia
1782485218-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,107350/DJID/2025,24 Jan 2025,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,XiR P6600i,MOTOROLA XiR P6600i VHF 136-174 MHz,Malaysia
1782485218-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,107349/DJID/2025,24 Jan 2025,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable/Two Way Radio,MOTOROLA,XiR P8660i,XiR P8660i UHF 350-400MHz,Malaysia
1782485218-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,106143/SDPPI/2024,10 Des 2024,7499,PT  BAOFENG KOMUNIKASI INDONESIA,TWO WAY RADIO,BAOFENG,BF-888S,BF-888S,China
1782485218-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,105867/SDPPI/2024,03 Des 2024,16335,CV  TEKNO JAYA MANDIRI,Two Way Radio,BRUNO,CX-5,BRUNO,China
1782485218-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,105865/SDPPI/2024,03 Des 2024,16335,CV  TEKNO JAYA MANDIRI,Two Way Radio,BRUNO,CX-9,BRUNO,China
1782485218-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,105638/SDPPI/2024,26 Nov 2024,14654,PT  WEIRCOM KOMUNIKASI INDONESIA,RADIO PORTABLE / TWO WAY RADIO,ERACOM,RC 68 PLUS,ERACOM,China
1782485218-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,105509/SDPPI/2024,21 Nov 2024,13261,PT  BERLIN AUDIO TEKNOLOGI,TWO WAY RADIO,BERLIN,BL-889,BERLIN BL-889,China
1782485218-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,105430/SDPPI/2024,20 Nov 2024,14654,PT  WEIRCOM KOMUNIKASI INDONESIA,RADIO PORTABLE / TWO WAY RADIO,WEIRCOM,WR-808,WEIRCOM WR-808 FREK 136 MHz - 174 MHz,China
1782485218-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,105243/SDPPI/2024,14 Nov 2024,5803,CV  MITRA HT,Two Way Radio,REDELL,DL-9900,REDELL DL-9900,China
1782485218-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,105122/SDPPI/2024,08 Nov 2024,14654,PT  WEIRCOM KOMUNIKASI INDONESIA,RADIO PORTABLE / TWO WAY RADIO,WEIRCOM,WR808,WEIRCOM,China
1782485218-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,104526/SDPPI/2024,21 Okt 2024,4114,CV  SUN PACIFIC,Two Way Radio,Voxter,UV-W8,Voxter,China
1782485218-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,103974/SDPPI/2024,02 Okt 2024,15713,PT  MAJU SUKSES PLASTINDO,TWO WAY RADIO,MERODITH,MD-T20,MERODITH MD-T20,Indonesia
1782485218-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,103308/SDPPI/2024,10 Sep 2024,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,XiR C2620,XiR C2620 UHF 403-470MHz,Malaysia
1782485218-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,103087/SDPPI/2024,04 Sep 2024,5803,CV  MITRA HT,Two Way Radio,REDELL,R33,REDELL R33,China
1782485218-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,102916/SDPPI/2024,30 Agu 2024,3797,PT  INTAN KOMUNIKASI INDONESIA,Two Way Radio,SME-com,SME-com 338,SME-com 338,China
1782485218-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,102601/SDPPI/2024,21 Agu 2024,5803,CV  MITRA HT,Two Way Radio,TEXAS,TXPOC,TEXAS TXPOC,China
1782485218-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,102302/SDPPI/2024,13 Agu 2024,4083,PT  EKA LANCAR INTERNUSA,Two Way Radio,ICOM,IC-U86,ICOM,Japan
1782485218-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,102291/SDPPI/2024,13 Agu 2024,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR P6620i,XiR P6620i UHF 403-470MHz,Malaysia
1782485218-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,102208/SDPPI/2024,10 Agu 2024,2381,CV  ATLANTIK,Portable Two Way Radio,WEIERWEI,VEV-9800,VEV 9800,China
1782485218-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,101937/SDPPI/2024,05 Agu 2024,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,XiR P6620i,XiR P6620i UHF 350-400MHz,Malaysia
1782485218-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,101917/SDPPI/2024,05 Agu 2024,2381,CV  ATLANTIK,Two Way Radio,WEIERWEI,VEV-338,VEV-338,China
1782485218-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,101906/SDPPI/2024,03 Agu 2024,2381,CV  ATLANTIK,Portable Two Way Radio,WEIERWEI,VEV-16,VEV-16,China
1782485218-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,101198/SDPPI/2024,18 Jul 2024,1889,PT  CITRADATA PURNAKHARISMA,POC Radio/Two Way Radio,Motorola,TLK 110,Motorola TLK 110 (HK2194A),Malaysia
1782485250-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,101191/SDPPI/2024,17 Jul 2024,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,MOTOROLA,XiR P6620i,Motorola XiR P6620i VHF 136-174MHz,Malaysia
1782485250-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,100558/SDPPI/2024,01 Jul 2024,13153,PT  TEKNOCITI INTERNASIONAL BISNIS,Two Way Radio,AUQOZ,A8,A8,China
1782485250-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,99940/SDPPI/2024,12 Jun 2024,1889,PT  CITRADATA PURNAKHARISMA,Mobile Radio (Two Way Radio),Motorola,XiR M8668i,XiR M8668i UHF 350-400MHz,Malaysia
1782485250-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,99490/SDPPI/2024,24 Mei 2024,13153,PT  TEKNOCITI INTERNASIONAL BISNIS,Portable Two Way Radio,Pofung,BF/PF - UV82,BF/PF - UV82,China
1782485250-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,98950/SDPPI/2024,29 Apr 2024,7499,PT  BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,BAOFENG,UV 13 PRO,UV 13 PRO,China
1782485250-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,98949/SDPPI/2024,29 Apr 2024,2381,CV  ATLANTIK,Two Way Radio,WEIERWEI,VEV-UV888,VEV-UV888,China
1782485250-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,98924/SDPPI/2024,28 Apr 2024,7499,PT  BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,BAOFENG,GT-3TP Mark III,GT-3TP Mark III,China
1782485250-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,98702/SDPPI/2024,19 Apr 2024,14654,PT  WEIRCOM KOMUNIKASI INDONESIA,Radio Portable / Two Way Radio,WEIRCOM,WR-Q7,WEIRCOM WR-Q7,China
1782485250-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,98519/SDPPI/2024,03 Apr 2024,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR P8668 EX,Motorola,Malaysia
1782485250-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,98242/SDPPI/2024,25 Mar 2024,13153,PT  TEKNOCITI INTERNASIONAL BISNIS,Portable Two Way Radio,Pofung,BF/PF-UV5R,BF/PF-UV5R,China
1782485250-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,97280/SDPPI/2024,07 Feb 2024,15394,PT  TEXAS RANGERS INDONESIA,Two Way Radio,TEXAS,TX-3,TEXAS TX-3,China
1782485250-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,97154/SDPPI/2024,03 Feb 2024,2198,PT  CIPTA GUNA DATA INFOTEK SOLUSINDO,Network Two Way Radio,Inrico,T192,Inrico,China
1782485250-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,97153/SDPPI/2024,03 Feb 2024,2198,PT  CIPTA GUNA DATA INFOTEK SOLUSINDO,Network Two Way Radio,Inrico,T196,Inrico,China
1782485250-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,97149/SDPPI/2024,03 Feb 2024,13261,PT  BERLIN AUDIO TEKNOLOGI,Two Way Radio,Berlin,BL-968,Berlin BL-968,China
1782485250-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,97054/SDPPI/2024,31 Jan 2024,7499,PT  BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,H-7,Baofeng,China
1782485250-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,96721/SDPPI/2024,16 Jan 2024,7499,PT  BAOFENG KOMUNIKASI INDONESIA,Portable Two Way Radio,BAOFENG,BF-H6,BF-H6,China
1782485250-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,96679/SDPPI/2024,15 Jan 2024,14801,PT  MITRAINDO BAKTI BUANA,Two Way Radio,Belfone,BF-TD511,Belfone,China
1782485250-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,96569/SDPPI/2024,10 Jan 2024,4083,PT  EKA LANCAR INTERNUSA,ICOM - Two Way Radio,ICOM,IC-U86,ICOM,Japan
1782485250-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,96562/SDPPI/2024,10 Jan 2024,13153,PT  TEKNOCITI INTERNASIONAL BISNIS,Two Way Radio,AUQOZ,A1 / 888s,AUQOZ,China
1782485250-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,96267/SDPPI/2023,28 Des 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR C2620,Motorola,Malaysia
1782485250-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,95997/SDPPI/2023,14 Des 2023,2198,PT  CIPTA GUNA DATA INFOTEK SOLUSINDO,Network Two Way Radio,Inrico,T199,Inrico,China
1782485250-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,95943/SDPPI/2023,13 Des 2023,7499,PT  BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,BF-UV5R,BF-UV5R,China
1782485250-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,95884/SDPPI/2023,11 Des 2023,4083,PT  EKA LANCAR INTERNUSA,Two Way Radio,ICOM,IC-V88,ICOM,Japan
1782485250-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,95804/SDPPI/2023,07 Des 2023,7499,PT  BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,BAOFENG,UV-9R Pro V1,UV-9R Pro V1,China
1782485250-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,95230/SDPPI/2023,15 Nov 2023,2381,CV  ATLANTIK,Two Way Radio,WLN,KD-C1,KD-C1,China
1782485250-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,95229/SDPPI/2023,15 Nov 2023,7499,PT  BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,BAOFENG,BF-T1,BF-T1,China
1782485250-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,95197/SDPPI/2023,14 Nov 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR P3688,Motorola,Malaysia
1782485250-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,94926/SDPPI/2023,06 Nov 2023,1889,PT  CITRADATA PURNAKHARISMA,Mobile Radio / Two Way Radio,Motorola,XiR M3688,Motorola,Malaysia
1782485250-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,94925/SDPPI/2023,06 Nov 2023,1889,PT  CITRADATA PURNAKHARISMA,Mobile Radio / Two Way Radio,Motorola,XiR M8668i,Motorola,Malaysia
1782485250-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,94923/SDPPI/2023,06 Nov 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR P3688,Motorola,Malaysia
1782485250-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,94749/SDPPI/2023,01 Nov 2023,1889,PT  CITRADATA PURNAKHARISMA,Mobile Radio /  Two Way Radio,Motorola,XiR M3688,Motorola,Malaysia
1782485250-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,94519/SDPPI/2023,25 Okt 2023,13667,PT  ANUGRAH MAJU KARYA,Two Way Radio,KIRISUN,DP 405,KIRISUN,China
1782485250-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,94074/SDPPI/2023,11 Okt 2023,5803,CV  MITRA HT,Two Way Radio,TEXAS,TX-2,TEXAS TX-2,China
1782485250-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,93751/SDPPI/2023,22 Sep 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR C2660,Motorola,Malaysia
1782485250-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,93355/SDPPI/2023,07 Sep 2023,4114,CV  SUN PACIFIC,Two Way Radio,Voxter,V-35,Voxter,China
1782485250-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,93055/SDPPI/2023,28 Agu 2023,1889,PT  CITRADATA PURNAKHARISMA,Mobile Radio / Two Way Radio,Motorola,XiR M6660,Motorola,Malaysia
1782485250-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,93006/SDPPI/2023,25 Agu 2023,2276,PT  GAJAH MANDALA JAYA,Repeater Two Way Radio,Tait,TB7300,Repeater Two Way Radio,New Zealand
1782485250-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,92823/SDPPI/2023,18 Agu 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable/Two Way Radio,Motorola,R2,Motorola,Malaysia
1782485250-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,92747/SDPPI/2023,15 Agu 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,R2,Motorola,Malaysia
1782485250-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,92586/SDPPI/2023,08 Agu 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,R7,Motorola,Malaysia
1782485250-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,92519/SDPPI/2023,05 Agu 2023,2381,CV  ATLANTIK,Portable Two Way Radio,WEIERWEI,VEV-2660 U+V,VEV-2660 U+V,China
1782485250-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,92268/SDPPI/2023,27 Jul 2023,14801,PT  MITRAINDO BAKTI BUANA,Mobile Radio - Two Way Radio,Belfone,BF-TM8500,Belfone,China
1782485250-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,92244/SDPPI/2023,27 Jul 2023,2381,CV  ATLANTIK,Portable Two Way Radio,WEIERWEI,UV-5R,UV-5R,China
1782485250-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,91932/SDPPI/2023,14 Jul 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,R7,Motorola,Malaysia
1782485250-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,91603/SDPPI/2023,04 Jul 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR P8668i,Motorola,Malaysia
1782485250-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,91602/SDPPI/2023,04 Jul 2023,1889,PT  CITRADATA PURNAKHARISMA,Repeater Two Way Radio,Motorola,SLR1000,Motorola,Mexico
1782485250-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,91601/SDPPI/2023,04 Jul 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR P6600i,Motorola,Malaysia
1782485250-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,91459/SDPPI/2023,26 Jun 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR C2660,Motorola,Malaysia
1782485250-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,91458/SDPPI/2023,26 Jun 2023,1889,PT  CITRADATA PURNAKHARISMA,Radio Portable / Two Way Radio,Motorola,XiR C2660,Motorola,Malaysia
1782485250-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,90519/SDPPI/2023,15 Mei 2023,2381,CV  ATLANTIK,Portable Two Way Radio,WEIERWEI,VEV - UV8200WP,VEV - UV8200WP,China
1782485286-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,89768/SDPPI/2023,05 Apr 2023,1889,PT  CITRADATA PURNAKHARISMA,Mobile Radio / Two Way Radio,Motorola,XiR M6660,Motorola,Malaysia
1782485286-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,89309/SDPPI/2023,21 Mar 2023,1889,PT  CITRADATA PURNAKHARISMA,Portable Radio/Two Way Radio,Motorola,XiR P8668i,Motorola,Malaysia
1782485286-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,88232/SDPPI/2023,03 Feb 2023,6889,"Inzan Permata, PT.",TWO WAY RADIO UHF,Satel,Sateline easy Pro /TA-18,two Way Radio  UHF,Finland
1782485286-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,87850/SDPPI/2023,26 Jan 2023,7499,PT.BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,DM-X,DM-X,China
1782485286-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,86727/SDPPI/2022,05 Des 2022,13475,"SURYA KADIAN UTAMA, PT.",analog Two way Radio/handy talky,Fastcom,FC-UV88,Analog Two Way Radio/Handy talky,China
1782485286-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,86348/SDPPI/2022,18 Nov 2022,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-718,ICOM,Japan
1782485286-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,85987/SDPPI/2022,31 Okt 2022,5803,"MITRA HT, CV.",Two Way Radio,REDELL,DL-2022,REDELL DL-2022,China
1782485286-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,85944/SDPPI/2022,28 Okt 2022,5803,"MITRA HT, CV.",Two Way Radio,sky,S-88,sky S-88,China
1782485286-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,85779/SDPPI/2022,21 Okt 2022,4773,"HARRISMA INFORMATIKA JAYA, PT.",Two Way Radio,Motorola,SL2M,SL2M,Malaysia
1782485286-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,85706/SDPPI/2022,19 Okt 2022,4114,"SUN PACIFIC, CV.",Two Way Radio,Voxter,U1,Voxter,China
1782485286-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,85634/SDPPI/2022,14 Okt 2022,1889,"CITRADATA PURNAKHARISMA, PT.",PoC Radio / Two Way Radio,Motorola,TLK 100i,Motorola,Malaysia
1782485286-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,85633/SDPPI/2022,14 Okt 2022,1889,"CITRADATA PURNAKHARISMA, PT.",PoC Radio / Two Way Radio,Motorola,TLK 150,Motorola,Malaysia
1782485286-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84999/SDPPI/2022,21 Sep 2022,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-2300H,ICOM,Japan
1782485286-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84815/SDPPI/2022,14 Sep 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Repeater / Two Way Radio,Motorola,SLR 8000 UHF 400-470MHz,Motorola,Mexico
1782485286-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84597/SDPPI/2022,06 Sep 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio Bluetooth,Motorola,RLN 6544/PMMN4095A Wireless Remote Speaker Microphone,Motorola,Mexico
1782485286-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84556/SDPPI/2022,05 Sep 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Repeater / Two Way Radio,Motorola,SLR 8000 VHF 136 - 174 MHz,Motorola,Mexico
